cpd:C00001	cpd:H2O
gl:G07245	gl:(Gal)1 (GlcA)1 (GlcN)1 (Man)1 (Cer)1
gl:G07246	gl:(Gal)2 (GlcNAc)3
gl:G07247	gl:(Gal)1 (Glc)1 (LRha)1 (Man)2
gl:G07248	gl:(3dlyxHep-2-ulo-onic)1 (Man)2
gl:G07249	gl:(Gal)1 (Man)2 (P)2
gl:G07251	gl:(GlcA)1 (GlcN)1 (GlcNAc)1 (Gul-onic)1 (LIdoA)1 (S)2
gl:G07252	gl:(Glc)6
gl:G07253	gl:Simonin A
gl:G07254	gl:(Fruf)1 (Glc)4
gl:G07255	gl:(Glc2Me3Me4Me)1 (GlcNAc)2 (Man)1
gl:G07256	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (Neu5Gc)1
gl:G07258	gl:(D/LHex-3-en-1,2,5,6-tetrol)1 (Gal)2 (GlcNAc)1 (LFuc)1
gl:G07259	gl:(Gal)2 (LAra)2
gl:G07261	gl:(Fuc)1 (Glc)1 (LAra)1 (Xyl)1
gl:G07263	gl:(Gal)1 (Glc)1 (GlcNAc)3
gl:G07264	gl:Phosphatidyl-a-kojitriosyl diacylglycerol
gl:G07266	gl:(Gal)3 (LAra)1
gl:G07267	gl:(Glc)1 (Man)3
gl:G07268	gl:(Fruf)4 (Glc)1
gl:G07269	gl:(D/LHep)3 (Glc)2 (Kdo)1 (P)3
gl:G07270	gl:(Gal)1 (GlcNAc)1 (Man)1 (S)1
gl:G07272	gl:(Glc)2 (Xyl)3
gl:G07273	gl:(Abe)1 (Gal)1 (LRha)1 (Man)2
gl:G07274	gl:(Glc)6
gl:G07275	gl:(Xyl)4 (Xyl-onic)1
gl:G07276	gl:(Gal)3 (GlcNAc)2
gl:G07277	gl:(Gal)1 (GalNAc)2 (GlcNAc)1 (LFuc)1
gl:G07278	gl:(Gal)2 (Glc)1 (S)2
gl:G07279	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (LFuc)1
gl:G07280	gl:(Gal)1 (GlcNAc)1 (L2,6dlyxHex)1 (LFuc)1
gl:G07281	gl:(Gal)1 (Glc)1 (GlcA)1 (LRha)1
gl:G07282	gl:(Gal)1 (Glc)1 (GlcA)1 (LRha)1
gl:G07283	gl:(Man)5
gl:G07284	gl:(Man)5
gl:G07285	gl:(GlcNAc)3 (Man)2
gl:G07286	gl:(Gal)2 (GlcA6Me)1 (LRha)1
gl:G07287	gl:Alginate
gl:G07288	gl:(Glc)5
gl:G07289	gl:(Man)3 (Xyl)1
gl:G07290	gl:(Gal)2 (GalN)1 (GlcN)1
gl:G07291	gl:(2,6daraHex3Me)1 (Glc)2 (The)1
gl:G07292	gl:(GlcN)2 (Kdo)1 (Lgro-manHep)1
gl:G07293	gl:(Glc)1 (GlcNAc)1 (LRha)2 (ManNAc)1
gl:G07294	gl:(Fuc)1 (Glc)2 (LRha)1
gl:G07295	gl:(Kdn)2
gl:G07296	gl:Eicosasaccharide
gl:G07297	gl:(1,4-Anhydro-Gal)1 (Gal)2 (L3,6-Anhydro-Gal)1 (S)1
gl:G07298	gl:(Glc)5
gl:G07299	gl:(Glc)4
gl:G07300	gl:(Gal)1 (GalNAc)2 (GlcNAc)1 (LFuc)1
gl:G07301	gl:(Gal)1 (Glc)2 (LRha)1
gl:G07302	gl:(Gal)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
gl:G07303	gl:(2,5-Anhydro-Man)1 (GlcA)1 (GlcNAc)1 (LIdoA)1 (S)2
gl:G07304	gl:(Galf)1 (GlcA)1 (Man)3
gl:G07306	gl:(Gal)1 (Glc)1 (Man)1 (P)2
gl:G07307	gl:(Glc)2 (LRha)1 (Man)1
gl:G07308	gl:(Glc)1 (GlcN)1 (Man)2 (P)1
gl:G07309	gl:Cosmasteroside C
gl:G07310	gl:(Gal)1 (Man)3
gl:G07311	gl:(Gal)1 (GalNAc)2 (Glc)1
gl:G07312	gl:(GalNAc)4
gl:G07313	gl:Cosmasteroside D
gl:G07314	gl:(GalA)1 (LRha)1 (Xyl)3
gl:G07315	gl:(Man)4
gl:G07316	gl:(Gal)2 (GalNAc)1 (Glc)1
gl:G07317	gl:(GlcN)2 (L4-en-thrHexA)1 (LIdoA)1 (S)5
gl:G07319	gl:Gg3-Cer
gl:G07320	gl:(Galf)3
gl:G07321	gl:(Gal)4
gl:G07322	gl:(Gal)4
gl:G07323	gl:(Gal)3 (Galf)1
gl:G07324	gl:(Gal)1 (Galf)3
gl:G07325	gl:(Gal)3 (Glc)1
gl:G07326	gl:(Gal)3 (Glc)1
gl:G07327	gl:(Gal)3 (Glc)1
gl:G07328	gl:(Fru)1 (Gal)3
gl:G07329	gl:RG-I
gl:G07330	gl:(Gal)2 (Gal3Fluoro)1
gl:G07331	gl:(Gal)2 (Gal3Fluoro)1
gl:G07333	gl:(Man)2 (Xyl)2
gl:G07334	gl:(GlcA)1 (GlcNAc)1 (LRha)3 (Ribf)1
gl:G07335	gl:ManLAM, non-reducing termini
gl:G07336	gl:(Glc3N)1 (Gul2Me3X)1
gl:G07337	gl:(Gal)1 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G07338	gl:(GlcN)2 (L4-en-thrHexA)1 (LIdoA)1 (S)4
gl:G07339	gl:(Fuc2Me4NAc)1 (GlcA)1 (L6dTal)1 (LFuc2Me)1 (LRha)1
gl:G07340	gl:(Fruf)1 (Glc)4
gl:G07341	gl:(Glc)2 (Lgro-manHep)3
gl:G07342	gl:(GalNAc6SH)1 (Neu5Ac)1
gl:G07345	gl:(Gal)1 (GalNAc)1 (Neu5Ac)1
gl:G07346	gl:GM4 analog
gl:G07347	gl:(Gal4Ac)1 (Glc)1 (Neu5Ac1Me)1
gl:G07348	gl:(GalNAc)1 (Glc)1 (Neu5Ac)1
gl:G07349	gl:(Gal)1 (GalNAc)1 (Neu4Ac7Ac9Ac)1
gl:G07350	gl:(Gal)1 (GalNAc)1 (Neu7Ac9Ac)1
gl:G07351	gl:(Gal)1 (GalNAc)1 (Neu4Ac9Ac)1
gl:G07352	gl:(Gal)1 (GalNAc)1 (Neu5Gc)1
gl:G07353	gl:(Gal)1 (GalNAc)1 (Neu9Ac)1
gl:G07354	gl:(Gal)1 (GalNAc)1 (Neu5Gc)1
gl:G07355	gl:(Gal)1 (GalNAc)1 (Neu5Gc)1
gl:G07358	gl:(Gal4Ac)1 (Glc)1 (Neu5Ac4Ac7Ac8Ac9Ac)1
gl:G07359	gl:(Gal)1 (Glc)1 (Neu5Ac)1 (S)1
gl:G07360	gl:(Gal)1 (GlcNAc)1 (Neu5Ac9Ac)1
gl:G07361	gl:(Gal)1 (Glc)1 (Neu5Ac1N)1
gl:G07363	gl:(Gal)1 (GlcNAc)1 (Neu5Gc)1
gl:G07364	gl:(Gal)1 (GlcNAc)1 (Neu5Ac)1
gl:G07365	gl:(Gal)1 (GlcN)1 (Neu5Ac)1
gl:G07367	gl:(Gal)1 (GlcNAc)1 (Neu)1
gl:G07369	gl:(Glc)6
gl:G07370	gl:(Glc)6
gl:G07371	gl:(D/LGlcNAc)1 (Gal)1 (Neu5Ac)1
gl:G07372	gl:(D/LGlc)1 (Gal)1 (Neu5Ac)1
gl:G07373	gl:(Gal)1 (Neu5Ac)1 (Cer)1
gl:G07374	gl:(3,6dxylHex)1 (Abe)1 (Gal)1 (Man)1
gl:G07375	gl:(GlcNAc)1 (Man)4
gl:G07376	gl:(GlcNAc)1 (Man)4
gl:G07377	gl:(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
gl:G07378	gl:(FucNAc)1 (Xyl)1 (gro-3,9dmanNon-2-ulop5NAc7NFormyl-onic)1
gl:G07379	gl:(2,5-Anhydro-Man)1 (Gal)1 (ery-3dgalNon-2-ulop-onic)1
gl:G07380	gl:(2,5-Anhydro-Man)1 (Gal)1 (ery-3dgalNon-2-ulop-onic)1
gl:G07381	gl:(Gal)1 (GalNAc)1 (Neu5Formyl)1
gl:G07382	gl:(Gal)1 (Glc)1 (ery-3dgalNon-2-ulop-onic)1
gl:G07383	gl:(Gal)1 (GlcNAc)1 (Neu5Formyl)1
gl:G07384	gl:(Gal)1 (Glc)1 (Kdn)1
gl:G07386	gl:(2,6daraHex)1 (Cym)1 (Dig)1 (Fuc3Me)1
gl:G07387	gl:Desacyl-jego-saponin
gl:G07388	gl:(LFuc2Me4Ac)1 (Man4Me)1 (Rha2Me)1 (Rha2Me4Me)1
gl:G07389	gl:(Gal)2 (Glc)2
gl:G07390	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (S)1
gl:G07391	gl:(Gal)2 (GalNAc)1 (GlcNAc)1 (S)1
gl:G07392	gl:(Gal)1 (GalNAc)1 (GlcNAc)2 (LFuc)1
gl:G07394	gl:(Gal)2 (GlcNAc)1 (LFuc)2
gl:G07396	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07398	gl:(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)3 (Asn)1
gl:G07399	gl:(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)3 (Asn)1
gl:G07400	gl:(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)3 (Asn)1
gl:G07401	gl:(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Gc)1
gl:G07402	gl:(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1
gl:G07403	gl:Squarroside A
gl:G07404	gl:(GalA6N)1 (QuiNAc)2 (P)1
gl:G07405	gl:(Glc)6
gl:G07407	gl:(GalNAc)2 (GlcA)1 (L4-en-thrHexA)1 (S)2
gl:G07408	gl:(Gal)1 (Glc)2 (Xyl)1
gl:G07409	gl:(Gal)1 (Glc)3 (GlcNAc)1
gl:G07410	gl:(GlcA)1 (GlcN)1 (GlcNAc)1 (L4-en-thrHexA)1 (S)3
gl:G07411	gl:(Glc)2 (LRha)1 (Xyl)1
gl:G07412	gl:(Glc2Me3Me4Me)2 (Glc2Me3Me4Me6Me)1 (Glc3Me6Me)1
gl:G07413	gl:(Gal)2 (Man)2
gl:G07414	gl:(GlcNAc)1 (Man)1 (gro-7dglcHep)1
gl:G07415	gl:(GlcNAc)1 (Man)2 (P)1
gl:G07416	gl:(GlcNAc)1 (LFucNAm)1 (Neu5Ac)1
gl:G07417	gl:XGGGol
gl:G07420	gl:(Glc)6
gl:G07422	gl:Transsylvanoside B
gl:G07423	gl:(GlcNAc)1 (Lgro-manHep)2
gl:G07424	gl:(Glc)1 (Kdo)1 (Lgro-manHep)2
gl:G07425	gl:(Glc)5
gl:G07426	gl:(LRha)1 (LRha2Ac4Ac)1 (LRha3Ac)1 (LRha4Ac)1
gl:G07427	gl:(LRha)1 (LRha2Ac)1 (LRha2Ac4Ac)1 (LRha4Ac)1
gl:G07428	gl:(LRha)2 (LRha2Ac4Ac)1 (LRha4Ac)1
gl:G07429	gl:(GlcN)1 (GlcNAc)1 (Gul-onic)1 (LIdoA)2 (S)2
gl:G07430	gl:(D/LGal)1 (D/LGalA)2 (D/LRha)2
gl:G07431	gl:(1,6-Anhydro-GlcNAc)1 (Man)2 (Tal)1
gl:G07432	gl:(Gal)1 (GalNAc)1 (GalNAc3X)1 (Tho)1
gl:G07433	gl:(Gal)1 (GalNAc)2 (Tho)1
gl:G07434	gl:(GlcNAc)1 (Man)3 (P)2
gl:G07435	gl:(Gal)1 (Glc)1 (Man)1 (P)2
gl:G07437	gl:(Gal)3
gl:G07438	gl:Muricatate B
gl:G07439	gl:(Gal)1 (Glc)1 (GlcA6Me)1 (LRha)1
gl:G07440	gl:(Gal)1 (Glc)1 (GlcA)1 (LRha2Ac)1
gl:G07441	gl:2R-galactosylacteoside
gl:G07442	gl:(Glc)2 (GlcA)1 (Man)2
gl:G07443	gl:(Glc)1 (LRha)1 (Qui)2
gl:G07445	gl:(Man)4 (Xyl)1
gl:G07447	gl:(Gal)1 (GalNAc)1 (Neu5Gc)1
gl:G07448	gl:(Gal)2 (Neu5Ac)1
gl:G07449	gl:(GlcN)3 (LIdoA)2 (S)3
gl:G07450	gl:(Gal)1 (Glc)1 (GlcA)1 (GlcN)1 (Cer)1
gl:G07451	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)2
gl:G07453	gl:(5-en-2,6-Anhydro-araHex)1 (Gal)1 (GlcNAc)1 (LFuc)2
gl:G07454	gl:(D/LHex-3-en-1,2,5,6-tetrol)1 (Gal)1 (GlcNAc)1 (LFuc)2
gl:G07455	gl:(Gal)1 (GlcN)1 (LFuc)2
gl:G07457	gl:(Man)4
gl:G07458	gl:(Gal)2 (GlcN)1 (GlcNAc)1
gl:G07459	gl:(Gal)2 (Glc1N)1 (GlcNAc)1
gl:G07460	gl:(1,6-Anhydro-Glc)1 (Gal)2 (GlcNAc)1
gl:G07461	gl:(Gal)2 (Glc)1 (GlcN)1
gl:G07462	gl:(Gal)1 (Glc)1 (LFuc)2
gl:G07465	gl:(Glc)2 (LRha)1 (Xyl)1
gl:G07466	gl:(4-C-methyl-GlcA6N)1 (GlcNAc)1 (QuiNAc)1 (P)1
gl:G07467	gl:(LAraf)3 (Xyl)3
gl:G07468	gl:(Man)5
gl:G07470	gl:(Man)4 (P)1
gl:G07471	gl:Alginate
gl:G07472	gl:(GlcNAc)1 (Man)3 (P)1
gl:G07473	gl:(Gal)3
gl:G07474	gl:(Gal)2 (Man)2
gl:G07475	gl:(Galf)2 (Man)2
gl:G07476	gl:(Gal)3 (GalNAc)1
gl:G07477	gl:(Gal)2 (Glc)1 (GlcNAc)1
gl:G07480	gl:(Glc)1 (GlcA6Me)1 (LRha)1 (Xyl)1
gl:G07481	gl:(Glc)2 (LRha)1 (Xyl)1
gl:G07482	gl:(Gal)1 (Man)3
gl:G07483	gl:(GalNAc)2 (GlcNAc)1
gl:G07484	gl:(GalNAc)2 (GlcNAc)1
gl:G07485	gl:(Gal)2 (L3,6-Anhydro-Gal2Me)2 (S)1
gl:G07486	gl:(Gal)2 (L3,6-Anhydro-Gal)2 (S)1
gl:G07487	gl:(Gal)1 (GalNAc)2 (GlcNAc)1
gl:G07488	gl:Sda antigen - related compound
gl:G07490	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (Asn)1
gl:G07491	gl:(Gal)1 (Gal6Me)1 (L3,6-Anhydro-Gal)1 (LGal)1 (S)1
gl:G07492	gl:(D/LFuc)1 (D/LGal)1 (D/LGlcNAc)1 (Neu5Ac)1
gl:G07493	gl:(Gal)3 (GlcNAc)1
gl:G07494	gl:(Gal)3 (GlcNAc)1
gl:G07496	gl:(Gal)2 (GlcA)1
gl:G07497	gl:(Gal)3 (Glc)1
gl:G07498	gl:(GlcA4Me)1 (Xyl)4
gl:G07499	gl:(Gal)2 (Glc)1 (Cer)1
gl:G07500	gl:(Gal)2 (Glc)1 (Cer)1
gl:G07502	gl:(Glc)3 (LRha)1
gl:G07503	gl:(Galf)1 (GlcN)1 (Man)2
gl:G07504	gl:(GlcN)2 (Man)1
gl:G07506	gl:(Gal)2 (Xyl)1 (Ser)1
gl:G07507	gl:NodRm-IV
gl:G07508	gl:(Gal)3 (S)2
gl:G07509	gl:(GlcNAc6SH)1 (Neu5Ac)1
gl:G07510	gl:(GlcNAc6SH)1 (Neu5Ac)1 (Cer)1
gl:G07511	gl:(Glc1SH6SH)1 (Neu5Ac)1 (Cer)1
gl:G07512	gl:(GlcN)2 (P)2
gl:G07513	gl:(Gal)1 (Glc)1 (LFuc)2
gl:G07515	gl:(GlcNAc)1 (Neu5Ac)1 (Cer)1
gl:G07516	gl:I3NeuAc-Glc-Cer
gl:G07517	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)5
gl:G07518	gl:(Gal)1 (LFuc)1 (Lgro-7dgalHep)1
gl:G07519	gl:(GlcA)2 (GlcNAc)2 (L4-en-thrHexA)1
gl:G07520	gl:(Gal)1 (GalNAc)2 (GlcNAc)1
gl:G07521	gl:(Gal)3 (GlcA4Me)1
gl:G07522	gl:(Gal)4
gl:G07523	gl:DS-18
gl:G07525	gl:(Gal)1 (GlcNAc)1 (LRha)2
gl:G07526	gl:(Fuc3NAc)1 (LRha)3
gl:G07527	gl:Chondroitin 6-sulfate
gl:G07530	gl:(Gal)1 (GalNAc)1 (Neu5Ac)1 (S)1
gl:G07531	gl:(3dxylHex)1 (GlcNAc)1 (LFuc)2
gl:G07532	gl:(Man)4
gl:G07534	gl:(Gal)2 (GalNAc)1 (LFuc)2
gl:G07535	gl:(Glc)4
gl:G07536	gl:(GalNAc)2 (Glc)1 (S)2
gl:G07537	gl:(GalNAc)2 (Glc)1 (S)2
gl:G07538	gl:(GalNAc)1 (GlcA)1 (LFuc)2 (S)2
gl:G07539	gl:(Gal)4
gl:G07540	gl:(GlcNAc)2 (Neu5Ac)1
gl:G07541	gl:(Glc)1 (Kdo)1 (Lgro-manHep)2
gl:G07542	gl:Xylosaccharide
gl:G07543	gl:(Gal)1 (Glc)2 (P)1
gl:G07544	gl:(Gal)2 (Glc)1 (Man)1
gl:G07545	gl:(D/LMan)1 (LRha)1 (Man)2 (P)1
gl:G07546	gl:(D/LGal)1 (D/LGalA)2 (D/LRha)2
gl:G07547	gl:(Galf)2 (Man)1
gl:G07549	gl:Tetramannose phosphate
gl:G07550	gl:(D/LAra4N)1 (GlcN)2 (P)2
gl:G07551	gl:(GlcNAc)2 (LRha)3
gl:G07552	gl:(GlcN)2 (LIdoA)1 (S)5
gl:G07553	gl:(Glc)3 (LRha)1
gl:G07554	gl:(Glc)3 (LRha)1
gl:G07555	gl:(GlcN)3 (LAra4N)1 (P)2
gl:G07556	gl:(D/LGlc)1 (Gal)1 (Neu5Ac)1 (Cer)1
gl:G07558	gl:Incanumine
gl:G07559	gl:(Fuc)2 (Fuc3Me)1
gl:G07560	gl:(GalNAc)1 (Man)3
gl:G07561	gl:(2,6daraHex3Me)1 (Cym)1 (Dig)1 (The)1
gl:G07562	gl:(Fruf)1 (Gal)2 (Glc)1
gl:G07563	gl:Triploside G
gl:G07564	gl:(GlcN)2 (IdoA)1 (L4-en-thrHexA)1 (S)5
gl:G07565	gl:(Gal)1 (LRha)1 (Man)2 (Par)1
gl:G07566	gl:(GlcN)2 (LAra4N)1 (P)2
gl:G07567	gl:(Glc)1 (Lgro-manHep)2
gl:G07568	gl:(Glc)2 (GlcA)1 (Man)2
gl:G07569	gl:Alepposide B
gl:G07570	gl:(Gal)1 (Man)3
gl:G07571	gl:(Gal)1 (GalNAc)1 (Neu5Ac)2
gl:G07572	gl:(GlcA4Me)1 (Xyl)4
gl:G07573	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (S)2
gl:G07574	gl:(Gal)2 (GlcNAc)1 (S)2
gl:G07575	gl:(Gal)2 (GlcNAc)1 (S)2
gl:G07576	gl:ManLAM, non-reducing termini
gl:G07577	gl:(D/LRib-ol)1 (Gal)1 (GalNAc)2
gl:G07578	gl:GalNAc1-3GA3-Cer
gl:G07579	gl:(Gal)2 (GalNAc)1 (Glc)1
gl:G07580	gl:(Gal)3 (Glc)1
gl:G07581	gl:(GalNAc)1 (GlcNAc)1 (LFucNAc)1 (QuiNAc)1 (P)2
gl:G07582	gl:(1,4-Anhydro-Gal)1 (Gal)2 (L3,6-Anhydro-Gal)1 (S)1
gl:G07584	gl:(GlcN)1 (Man)3 (P)3
gl:G07585	gl:(Cym)2 (Glc)2
gl:G07586	gl:(Glc)2 (LAra)1 (Xyl)1
gl:G07587	gl:(2,6daraHex3Me)2 (Cym)1 (Dig)1
gl:G07588	gl:(Glc)1 (Glc6Ac)1 (GlcA)1 (LRha)2
gl:G07589	gl:(GlcN)2 (P)2
gl:G07590	gl:(Gal)1 (QuiNAc)1 (ery-3,9dgulNon-2-ulop5NX7NAc-onic)1
gl:G07591	gl:(Gal)1 (GalA)1 (Kdo)1 (Man)1
gl:G07592	gl:(Glc)1 (LIdoA)1 (S)3
gl:G07593	gl:(4dxylHex)1 (GlcNAc)1 (LFuc)2
gl:G07594	gl:(Fuc)1 (Gal)1 (GlcNAc)1
gl:G07595	gl:(Gal)1 (Glc)1 (LRha)1 (P)1
gl:G07596	gl:(Gal)3 (GlcNAc)1
gl:G07597	gl:(Gal)3 (GlcNAc)1
gl:G07598	gl:(Gal)3 (GlcNAc)1
gl:G07599	gl:(Gal)3 (GlcNAc)1
gl:G07601	gl:(LAraf)1 (Xyl)4
gl:G07602	gl:(Gal2Ac3Ac4Ac6Ac)1 (Gal2Ac3Ac6Ac)1 (GlcNAc3Ac6Ac)1
gl:G07603	gl:(2,5-Anhydro-Man)1 (GlcN)1 (LIdoA)2 (S)3
gl:G07604	gl:(FucNAc4N)1 (GalNAc)2 (Glc)1
gl:G07605	gl:(Gal)2 (GlcNAc)1
gl:G07606	gl:(Gal)3 (LAra)1
gl:G07607	gl:(Gal)2 (GalNAc)1
gl:G07608	gl:(Gal2Ac3Ac6Ac)1 (Gal2Ac4Ac6Ac)1 (Glc2Ac3Ac6Ac)1 (Cer)1
gl:G07609	gl:(Glc)1 (Neu5Ac)1
gl:G07610	gl:(Gal)1 (GalNAc)1 (GlcNAc)2 (S)1
gl:G07611	gl:(Gal)1 (GalNAc)1 (GlcNAc)1
gl:G07612	gl:(Gal)2 (GalNAc)1 (GlcNAc)1
gl:G07613	gl:(Gal)2 (GalNAc)1 (GlcNAc)1
gl:G07614	gl:(Gal)2 (GalNAc)1 (GlcNAc)1
gl:G07616	gl:(Gal)2 (GlcNAc)2
gl:G07617	gl:(Gal)2 (GlcNAc)2
gl:G07618	gl:(Gal)2 (Glc)1 (GlcNAc)1
gl:G07620	gl:(Gal)1 (Gal2Me)1 (GlcNAc)1
gl:G07621	gl:(Gal)1 (Gal2Me)1 (GlcNAc)1
gl:G07622	gl:(Gal)2 (GlcNAc)2
gl:G07623	gl:(Gal)2 (GlcNAc)1
gl:G07624	gl:(Gal)2 (GalNAc)1 (LFuc)2
gl:G07625	gl:(Gal)2 (Glc)2
gl:G07626	gl:(Gal)3 (LFuc)2
gl:G07627	gl:(Gal)3 (LFuc)2
gl:G07628	gl:(Gal)2 (Glc)1
gl:G07629	gl:(Gal)2 (Glc)1 (LFuc)2
gl:G07630	gl:(Col)2 (Gal)1 (Glc)1 (GlcNAc)1
gl:G07631	gl:(Glc)1 (LRha)2 (Xyl)1
gl:G07632	gl:(LFucNAm)1 (QuiNAc)1 (gro-L3,9dgalNon-2-ulop5NAc7NAc-onic)1
gl:G07633	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (LFuc)2
gl:G07634	gl:(Glc)2 (LAra)1 (LFuc)1
gl:G07635	gl:(Fuc)1 (LRha)1 (Qui)1 (Xyl)2
gl:G07637	gl:(GlcA)1 (GlcN)1 (GlcNAc)1 (LIdoA)1 (S)4
gl:G07638	gl:(Araf)4
gl:G07639	gl:(D/LGal)1 (Glc)1 (Neu5Ac)1
gl:G07640	gl:(Gal)2 (GlcNAc)1 (LFuc)1
gl:G07641	gl:(GlcN)1 (GlcNAc)1 (L4-en-thrHexA)1 (LIdoA)1 (S)3
gl:G07642	gl:(LAraf)1 (Xyl)4
gl:G07643	gl:(Gal)2 (Glc)1 (Cer)1
gl:G07644	gl:(2,5-Anhydro-Man)1 (GlcA)2 (GlcNAc)1 (S)1
gl:G07645	gl:(Gal)2 (LRha)1
gl:G07646	gl:(Glc)1 (GlcN)2
gl:G07647	gl:(Gal)1 (Glc2Ac3Ac)1 (GlcNAc)2
gl:G07648	gl:(1,6-Anhydro-Glc)1 (Gal)1 (GlcNAc)2
gl:G07649	gl:(GalNAc)1 (GlcNAc)1 (Neu)1
gl:G07650	gl:(FucNAc4Ac)1 (Lgro-L3,9dmanNon-2-ulop5N7NFormyl-onic)1 (Xyl)1
gl:G07651	gl:(Man)3 (Cer)1
gl:G07652	gl:(Man)3 (Cer)1
gl:G07653	gl:(Fuc)1 (Gal)1 (GalNAc)2
gl:G07654	gl:Arabinoxylan
gl:G07655	gl:(Gal)1 (GalNAc)1 (GlcNAc)1 (L4dTho)1
gl:G07656	gl:(Gal)1 (GalNAc)1 (GlcNAc)1
gl:G07657	gl:(GalA6N)1 (GlcNAc)1 (P)1
gl:G07658	gl:(Glc)1 (GlcA6Me)1 (LAraf)1 (LRha)1
gl:G07659	gl:(Glc)1 (GlcA)1 (LAraf)1 (LRha)1
gl:G07660	gl:(Fruf)1 (Glc)4
gl:G07661	gl:(Fruf)1 (Glc)4
gl:G07662	gl:(Gal)2 (Glc)1 (Cer)1
gl:G07663	gl:(D/LGal)1 (D/LGalf)1 (D/LGlc)1
gl:G07664	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)5
gl:G07665	gl:(Glc)2 (GlcA)1 (LRha)1
gl:G07666	gl:II3Fuca-nGa2-Cer
gl:G07667	gl:SGGol
gl:G07670	gl:(Glc)4
gl:G07671	gl:(Fruf)1 (Gal)2 (Glc)1
gl:G07672	gl:(Fruf)1 (Gal)2 (Glc)1
gl:G07673	gl:(GlcNAc)1 (LRha)4
gl:G07674	gl:Cynafoside F
gl:G07676	gl:(2,6daraHex3Me)2 (Cym)1 (Dig)1
gl:G07678	gl:(GlcA)1 (GlcN)2 (L4-en-thrHexA)1 (S)5
gl:G07679	gl:(Glc)1 (GlcA)1 (GlcNAc)1 (LRha)2
gl:G07680	gl:(GalA)4
gl:G07682	gl:(Glc)1 (LAra)1 (LRha)1 (Xyl)1
gl:G07683	gl:(Gal)2 (Man)1
gl:G07684	gl:(D/LHep)2 (Gal)1 (Glc)1 (GlcNAc)1 (Kdo)1 (P)1
gl:G07685	gl:(Glc)2 (LAraf)1 (LRha)1
gl:G07686	gl:(Gal)1 (Glc)1 (Man)1
gl:G07687	gl:(Gal)4
gl:G07688	gl:(Gal)4
gl:G07689	gl:(LAraf)2 (Xyl)3
gl:G07690	gl:(GlcA4Me)2 (Xyl)3
gl:G07692	gl:(GlcA)1 (GlcN)2 (S)5
gl:G07693	gl:(Gal)2 (GlcNAc)1
gl:G07694	gl:(Gal)1 (GalNAc)2 (Ser/Thr)1
gl:G07695	gl:(Glc)1 (GlcNAc)1 (LRha)2
gl:G07696	gl:(Gal)2 (GalNAc)2
gl:G07698	gl:Triploside C
gl:G07699	gl:(Glc1Fluoro)1 (Glc4Ac)1
gl:G07700	gl:(Gal)1 (GalNAc)1 (Glc)1 (Rha)1
gl:G07702	gl:GSGol
gl:G07704	gl:(FucNAc)1 (GalNAc)1 (GlcA2Ac3Ac)1 (QuiNAc)1
gl:G07705	gl:(2,6daraHex3Me)2 (Cym)1 (Dig)1
gl:G07706	gl:(2,6daraHex)1 (2,6daraHex3Me)1 (Dig)2
gl:G07707	gl:(Glc)2 (GlcNAc)1 (LFucNAc)1 (LRha)1
gl:G07708	gl:(Gal)1 (GlcNAc)1 (LFuc)1 (S)1
gl:G07709	gl:(Glc)1 (LRha)3
gl:G07712	gl:(Gal)2 (Glc)1 (GlcNAc)1
gl:G07713	gl:(Gal)2 (GlcNAc)2
gl:G07714	gl:(Gal)2 (GlcNAc)2
gl:G07716	gl:(Gal)1 (GlcA)1 (GlcNAc)1
gl:G07718	gl:(Gal)1 (Glc)1 (Man)1 (Cer)1
gl:G07719	gl:(Gal)1 (Glc)1 (LRha)1 (Rib-ol)1 (P)1
gl:G07720	gl:(Gal)1 (Glc)1 (LRha)1 (Rib-ol)1 (P)1
gl:G07722	gl:(Gal)1 (Glc)1 (GlcNAc)1
gl:G07724	gl:(Fruf)4
gl:G07725	gl:Indicoside B
gl:G07726	gl:(Gal)1 (Glc)2
gl:G07727	gl:Aldoligose C
gl:G07728	gl:Julibroside A2
gl:G07729	gl:Viridopentaose B
gl:G07730	gl:(GlcA)1 (L6dTal)1 (LFuc2Me)1 (LFuc2Me4NAc)1 (LRha)1
